"acceptedScientificName","taxa"
"Turnix sylvaticus (Desfontaines, 1789)","groundNestingBirds"
"Otis tarda Linnaeus, 1758","groundNestingBirds"
"Tetrax tetrax (Linnaeus, 1758)","groundNestingBirds"
"Alauda arvensis Linnaeus, 1758","groundNestingBirds"
"Alauda leucoptera Pallas, 1811","groundNestingBirds"
"Alaudala rufescens (Vieillot, 1819)","groundNestingBirds"
"Calandrella brachydactyla (Leisler, 1814)","groundNestingBirds"
"Eremophila alpestris (Linnaeus, 1758)","groundNestingBirds"
"Galerida cristata (Linnaeus, 1758)","groundNestingBirds"
"Galerida theklae A.E.Brehm, 1857","groundNestingBirds"
"Chersophilus duponti (Vieillot, 1824)","groundNestingBirds"
"Lullula arborea (Linnaeus, 1758)","groundNestingBirds"
"Melanocorypha calandra (Linnaeus, 1766)","groundNestingBirds"
"Calcarius lapponicus (Linnaeus, 1758)","groundNestingBirds"
"Cisticola juncidis (Rafinesque, 1810)","groundNestingBirds"
"Emberiza aureola Pallas, 1773","groundNestingBirds"
"Emberiza bruniceps J.F.Brandt, 1841","groundNestingBirds"
"Emberiza caesia Cretzschmar, 1827","groundNestingBirds"
"Emberiza calandra Linnaeus, 1758","groundNestingBirds"
"Emberiza cia Linnaeus, 1767","groundNestingBirds"
"Emberiza cineracea C.L.Brehm, 1855","groundNestingBirds"
"Emberiza cirlus Linnaeus, 1767","groundNestingBirds"
"Emberiza citrinella Linnaeus, 1758","groundNestingBirds"
"Emberiza hortulana Linnaeus, 1758","groundNestingBirds"
"Emberiza leucocephalos S.G.Gmelin, 1771","groundNestingBirds"
"Emberiza melanocephala Scopoli, 1769","groundNestingBirds"
"Emberiza pallasi (Cabanis, 1851)","groundNestingBirds"
"Emberiza pusilla Pallas, 1776","groundNestingBirds"
"Emberiza rustica Pallas, 1776","groundNestingBirds"
"Emberiza schoeniclus (Linnaeus, 1758)","groundNestingBirds"
"Amandava amandava (Linnaeus, 1758)","groundNestingBirds"
"Estrilda astrild (Linnaeus, 1758)","groundNestingBirds"
"Estrilda melpoda (Vieillot, 1817)","groundNestingBirds"
"Bucanetes githagineus (M.H.K.Lichtenstein, 1823)","groundNestingBirds"
"Bucanetes mongolicus (Swinhoe, 1870)","groundNestingBirds"
"Locustella fluviatilis (Wolf, 1810)","groundNestingBirds"
"Locustella lanceolata (Temminck, 1840)","groundNestingBirds"
"Locustella luscinioides (Savi, 1824)","groundNestingBirds"
"Locustella naevia (Boddaert, 1783)","groundNestingBirds"
"Anthus berthelotii Bolle, 1862","groundNestingBirds"
"Anthus campestris (Linnaeus, 1758)","groundNestingBirds"
"Anthus cervinus (Pallas, 1811)","groundNestingBirds"
"Anthus hodgsoni Richmond, 1907","groundNestingBirds"
"Anthus pratensis (Linnaeus, 1758)","groundNestingBirds"
"Anthus spinoletta (Linnaeus, 1758)","groundNestingBirds"
"Anthus spinoletta (Linnaeus, 1758)","groundNestingBirds"
"Anthus trivialis (Linnaeus, 1758)","groundNestingBirds"
"Motacilla citreola Pallas, 1776","groundNestingBirds"
"Motacilla flava Linnaeus, 1758","groundNestingBirds"
"Calliope calliope (Pallas, 1776)","groundNestingBirds"
"Cyanecula svecica (Linnaeus, 1758)","groundNestingBirds"
"Luscinia luscinia (Linnaeus, 1758)","groundNestingBirds"
"Luscinia megarhynchos C.L.Brehm, 1831","groundNestingBirds"
"Saxicola rubetra (Linnaeus, 1758)","groundNestingBirds"
"Saxicola torquatus (Linnaeus, 1766)","groundNestingBirds"
"Phylloscopus bonelli (Vieillot, 1819)","groundNestingBirds"
"Phylloscopus borealis (J.H.Blasius, 1858)","groundNestingBirds"
"Phylloscopus collybita (Vieillot, 1817)","groundNestingBirds"
"Phylloscopus inornatus (Blyth, 1842)","groundNestingBirds"
"Phylloscopus sibillatrix (Bechstein, 1792)","groundNestingBirds"
"Phylloscopus sindianus W.E.Brooks, 1880","groundNestingBirds"
"Phylloscopus trochiloides (Sundevall, 1837)","groundNestingBirds"
"Phylloscopus trochilus (Linnaeus, 1758)","groundNestingBirds"
"Turdus iliacus Linnaeus, 1758","groundNestingBirds"
"Turdus torquatus Linnaeus, 1758","groundNestingBirds"
"Pelecanus crispus Bruch, 1832","groundNestingBirds"
"Pelecanus onocrotalus Linnaeus, 1758","groundNestingBirds"
"Phoenicopterus roseus Pallas, 1811","groundNestingBirds"
"Podiceps auritus (Linnaeus, 1758)","groundNestingBirds"
"Podiceps cristatus (Linnaeus, 1758)","groundNestingBirds"
"Podiceps grisegena (Boddaert, 1783)","groundNestingBirds"
"Podiceps nigricollis C.L.Brehm, 1831","groundNestingBirds"
"Tachybaptus ruficollis (Pallas, 1764)","groundNestingBirds"
"Pterocles alchata (Linnaeus, 1766)","groundNestingBirds"
"Pterocles orientalis (Linnaeus, 1758)","groundNestingBirds"
"Asio flammeus (Pontoppidan, 1763)","groundNestingBirds"
"Bubo scandiacus (Linnaeus, 1758)","groundNestingBirds"
